race_id,race_date,track,race_no,race_type,first_candidates,second_candidates,third_candidates,actual_1st,actual_2nd,actual_3rd,hit_1st,hit_2nd,hit_3rd,complete_capture,candidate_cells
7320240206010009,2024-02-06,小松島競輪,9,Ｓ級予選,3-7,3-5-7,1-2-4-7,7,3,5,1,1,0,0,9
7320240206010010,2024-02-06,小松島競輪,10,Ｓ級予選,1-5,1-5,1-3-7,5,1,7,1,1,1,1,7
7320240206010011,2024-02-06,小松島競輪,11,Ｓ級予選,1,1-4,1-3-4-7,2,6,7,0,0,1,0,7
7320240206010012,2024-02-06,小松島競輪,12,Ｓ級初特選,4-5,1-4-7,1-3-4-7,1,5,2,0,0,0,0,9
5620240205020006,2024-02-06,岸和田競輪,6,Ｓ級一般,1-6,1-6,1-4-5-7,1,6,4,1,1,1,1,8
5620240205020007,2024-02-06,岸和田競輪,7,Ｓ級一般,3-7,3-5-7,2-3-4,4,2,1,0,0,0,0,8
5620240205020008,2024-02-06,岸和田競輪,8,Ｓ級選抜,7,1-4-7,1-5-7,5,4,7,0,1,1,0,7
5620240205020009,2024-02-06,岸和田競輪,9,Ｓ級選抜,1-2,1-2-3,1-2-3-5,2,5,4,1,0,0,0,9
5620240205020010,2024-02-06,岸和田競輪,10,Ｓ級準決勝,5-7,4-5-7,1-4-5-6,7,5,4,1,1,1,1,9
5620240205020011,2024-02-06,岸和田競輪,11,Ｓ級準決勝,4-7,2-4-7,1-2-4-5,5,2,7,0,1,0,0,9
5620240205020012,2024-02-06,岸和田競輪,12,Ｓ級準決勝,1,1-2-4,1-3-5-7,5,4,3,0,1,1,0,8
4520240205020006,2024-02-06,豊橋競輪,6,Ｓ級一般,7,6-7,1-3-4-5,1,7,4,0,1,1,0,7
4520240205020007,2024-02-06,豊橋競輪,7,Ｓ級一般,1,1-7,1-3-5-7,1,7,6,1,1,0,0,7
4520240205020008,2024-02-06,豊橋競輪,8,Ｓ級選抜,1-4,1-4-7,1-3-5-7,3,5,7,0,0,1,0,9
4520240205020009,2024-02-06,豊橋競輪,9,Ｓ級選抜,2-4,2-4-5,1-4-5-7,2,5,7,1,1,1,1,9
4520240205020010,2024-02-06,豊橋競輪,10,Ｓ級準決勝,2,1-2-7,1-3-4-7,7,2,5,0,1,0,0,8
4520240205020011,2024-02-06,豊橋競輪,11,Ｓ級準決勝,1,1-5-7,1-3-4-7,5,1,3,0,1,1,0,8
4520240205020012,2024-02-06,豊橋競輪,12,Ｓ級準決勝,3,3-5,1-3-5-7,3,5,7,1,1,1,1,7
2420240205030008,2024-02-07,宇都宮競輪,8,Ｓ級特選,1-2,1-2-4,1-2-5-7,1,6,5,1,0,1,0,9
2420240205030009,2024-02-07,宇都宮競輪,9,Ｓ級特選,1-2,1-2-7,1-2-4-6,4,3,1,0,0,1,0,9
2420240205030010,2024-02-07,宇都宮競輪,10,Ｓ級特選,3-4,3-4,1-2-3-5,3,4,7,1,1,0,0,8
2420240205030012,2024-02-07,宇都宮競輪,12,Ｓ級決勝,2,2-4-7,1-3-4,2,6,4,1,0,1,0,7
7320240206020006,2024-02-07,小松島競輪,6,Ｓ級一般,3-5,3-5,1-3-6,3,5,1,1,1,1,1,7
7320240206020007,2024-02-07,小松島競輪,7,Ｓ級一般,2-5,2-5,1-2-5-7,5,2,4,1,1,0,0,8
7320240206020008,2024-02-07,小松島競輪,8,Ｓ級選抜,3-7,3-7,2-3-4,7,3,2,1,1,1,1,7
7320240206020009,2024-02-07,小松島競輪,9,Ｓ級選抜,1-2,2-3,1-2-3-7,5,1,6,0,0,0,0,8
7320240206020010,2024-02-07,小松島競輪,10,Ｓ級準決勝,1,1-3-6,1-4-5,7,4,2,0,0,0,0,7
7320240206020011,2024-02-07,小松島競輪,11,Ｓ級準決勝,2-7,2-5-7,1-2-3-5,5,7,2,0,1,1,0,9
7320240206020012,2024-02-07,小松島競輪,12,Ｓ級準決勝,2,2-4-5,1-2-5-7,1,2,3,0,1,0,0,8
5620240205030006,2024-02-07,岸和田競輪,6,Ｓ級一般,3-7,1-2-7,2-3-5-7,5,1,6,0,1,0,0,9
5620240205030007,2024-02-07,岸和田競輪,7,Ｓ級一般,3,3-4,1-2-4-7,1,6,2,0,0,1,0,7
5620240205030009,2024-02-07,岸和田競輪,9,Ｓ級特選,3,3-5-7,2-3-6-7,5,3,7,0,1,1,0,8
5620240205030010,2024-02-07,岸和田競輪,10,Ｓ級特選,4-7,1-3-5,1-2-5-7,1,7,4,0,0,0,0,9
5620240205030011,2024-02-07,岸和田競輪,11,Ｓ級特選,7,1-5,1-2-4-5,2,1,7,0,1,0,0,7
5620240205030012,2024-02-07,岸和田競輪,12,Ｓ級決勝,2,2-7,1-2-6-7,5,1,4,0,0,0,0,7
3420240207010006,2024-02-07,川崎競輪,6,Ｓ級予選,2,2-4-5,2-3-5,4,6,2,0,0,1,0,7
3420240207010007,2024-02-07,川崎競輪,7,Ｓ級予選,2-3,2-5,2-3-4,5,2,6,0,1,0,0,7
3420240207010008,2024-02-07,川崎競輪,8,Ｓ級予選,1-4,1-4-5,1-3-7,5,1,7,0,1,1,0,8
3420240207010009,2024-02-07,川崎競輪,9,Ｓ級予選,1,1-4,1-4-5,1,5,4,1,0,1,0,6
3420240207010010,2024-02-07,川崎競輪,10,Ｓ級予選,2,2-7,3-4-7,2,7,1,1,1,0,0,6
3420240207010011,2024-02-07,川崎競輪,11,Ｓ級予選,3,3-4,1-2-3-7,4,3,5,0,1,0,0,7
3420240207010012,2024-02-07,川崎競輪,12,Ｓ級初特選,7,3-4-7,2-4-7,4,5,3,0,0,0,0,7
4520240205030005,2024-02-07,豊橋競輪,5,Ｓ級一般,1-5,1-5,2-3-6-7,5,3,1,1,0,0,0,8
4520240205030006,2024-02-07,豊橋競輪,6,Ｓ級一般,1-2,1-4,1-3-4,4,3,6,0,0,0,0,7
4520240205030007,2024-02-07,豊橋競輪,7,Ｓ級一般,1-5,1-5,1-2-5-7,5,1,3,1,1,0,0,8
4520240205030008,2024-02-07,豊橋競輪,8,Ｓ級特選,3,2-3-7,1-2-3-5,3,5,7,1,0,0,0,8
4520240205030009,2024-02-07,豊橋競輪,9,Ｓ級特選,5-7,1-5-7,1-3-6-7,7,2,3,1,0,1,0,9
4520240205030010,2024-02-07,豊橋競輪,10,Ｓ級特選,3,1-3-7,1-2-4-7,3,7,2,1,1,1,1,8
4520240205030012,2024-02-07,豊橋競輪,12,Ｓ級決勝,1,1-3-5,1-3-6-7,1,5,3,1,1,1,1,8
7320240206030005,2024-02-08,小松島競輪,5,Ｓ級一般,5-7,5-7,2-5-7,5,3,7,1,0,1,0,7
7320240206030006,2024-02-08,小松島競輪,6,Ｓ級一般,2-6,2-4-6,2-5-7,4,6,2,0,1,1,0,8
7320240206030007,2024-02-08,小松島競輪,7,Ｓ級一般,1,1-5-7,2-4-6-7,1,4,5,1,0,0,0,8
7320240206030008,2024-02-08,小松島競輪,8,Ｓ級特選,1-2,1-2-5,1-2-5,5,4,2,0,0,1,0,8
7320240206030009,2024-02-08,小松島競輪,9,Ｓ級特選,1,1-5,3-5-6-7,7,1,4,0,1,0,0,7
7320240206030010,2024-02-08,小松島競輪,10,Ｓ級特選,2,2-4,1-4-5-7,4,2,3,0,1,0,0,7
7320240206030012,2024-02-08,小松島競輪,12,Ｓ級決勝,4,1-3-4,1-5-7,4,3,1,1,1,1,1,7
3420240207020006,2024-02-08,川崎競輪,6,Ｓ級一般,1-2,1-2-4,4-6-7,7,2,5,0,1,0,0,8
3420240207020008,2024-02-08,川崎競輪,8,Ｓ級選抜,2-4,2-4,1-3-4-7,7,6,3,0,0,1,0,8
3420240207020009,2024-02-08,川崎競輪,9,Ｓ級選抜,1-2,1-2,1-4-5-7,1,4,3,1,0,0,0,8
3420240207020010,2024-02-08,川崎競輪,10,Ｓ級準決勝,3-7,3-7,1-3-4-7,4,1,6,0,0,0,0,8
3420240207020011,2024-02-08,川崎競輪,11,Ｓ級準決勝,1,1-5,1-5-7,5,1,4,0,1,0,0,6
3420240207020012,2024-02-08,川崎競輪,12,Ｓ級準決勝,3,3-4,1-5-7,3,7,4,1,0,0,0,6
3420240207030005,2024-02-09,川崎競輪,5,Ｓ級一般,7,3-7,1-4-5-7,4,2,5,0,0,1,0,7
3420240207030006,2024-02-09,川崎競輪,6,Ｓ級一般,3,3-4,3-5-6-7,5,1,4,0,0,0,0,7
3420240207030007,2024-02-09,川崎競輪,7,Ｓ級一般,1,1-5,1-3-5-6,4,2,5,0,0,1,0,7
3420240207030008,2024-02-09,川崎競輪,8,Ｓ級特選,1-3,1-3-4,1-3-4,1,5,4,1,0,1,0,8
3420240207030009,2024-02-09,川崎競輪,9,Ｓ級特選,3-7,2-4-7,1-5-7,3,4,2,1,1,0,0,8
3420240207030010,2024-02-09,川崎競輪,10,Ｓ級特選,2,2-4-7,3-5-7,2,3,4,1,0,0,0,7
3420240207030012,2024-02-09,川崎競輪,12,Ｓ級決勝,5,1-2-5,2-5-7,5,6,1,1,0,0,0,7
2320240210010008,2024-02-10,取手競輪,8,Ｓ級予選,4,1-3-4,3-5-6-7,2,6,5,0,0,1,0,8
2320240210010009,2024-02-10,取手競輪,9,Ｓ級予選,1-2,1-2,1-2-7,1,2,6,1,1,0,0,7
2320240210010010,2024-02-10,取手競輪,10,Ｓ級予選,1,1-5,2-4-7,4,1,2,0,1,1,0,6
2320240210010011,2024-02-10,取手競輪,11,Ｓ級予選,1,1-7,1-3-5-7,7,1,6,0,1,0,0,7
2320240210010012,2024-02-10,取手競輪,12,Ｓ級初日特選,3-6,1-6,1-5-7,1,3,4,0,0,0,0,7
2320240210020008,2024-02-11,取手競輪,8,Ｓ級一般,4,1-2-4,2-6-7,4,1,2,1,1,1,1,7
2320240210020009,2024-02-11,取手競輪,9,Ｓ級一般,1,1-4,1-3-7,4,7,1,0,0,1,0,6
2320240210020010,2024-02-11,取手競輪,10,Ｓ級準決勝,1,1-7,2-4-7,2,7,5,0,1,0,0,6
2320240210020011,2024-02-11,取手競輪,11,Ｓ級準決勝,2-7,1-2-5,1-2-4-7,7,5,1,1,1,1,1,9
2320240210020012,2024-02-11,取手競輪,12,Ｓ級準決勝,3-7,3-7,2-5-7,4,7,1,0,1,0,0,7
