race_id,race_date,track,race_no,participate,first_candidates,second_candidates,third_candidates,actual_1st,actual_2nd,actual_3rd,hit_1st,hit_2nd,hit_3rd,complete_capture,candidate_cells,first_gap,line_strength_spread
3520240318020010,2024-03-19,平塚競輪,10,1,2-4,2-4-7,1-3-5-7,5,4,7,0,1,1,0,9,13.648564059270825,14.980000000000004
3520240318020011,2024-03-19,平塚競輪,11,1,1-5,1-5-7,1-3-5-7,3,5,1,0,1,1,0,9,5.793605140633545,22.60000000000001
3520240318020012,2024-03-19,平塚競輪,12,1,1,1-2-7,2-4-5-7,7,1,4,0,1,1,0,8,19.0875804508794,5.484999999999999
4720240319010006,2024-03-19,松阪競輪,6,1,2-4,2-4,4-5-7,5,1,4,0,0,1,0,7,4.971668484913707,18.480000000000018
4720240319010007,2024-03-19,松阪競輪,7,1,1,1-5-7,2-5-6-7,5,1,2,0,1,1,0,8,51.37077952412381,8.079999999999998
4720240319010008,2024-03-19,松阪競輪,8,0,1,1-3-5,3-4-5-7,5,7,1,0,0,0,0,8,44.053576191435496,16.06000000000003
4720240319010009,2024-03-19,松阪競輪,9,1,1-5,1-5,2-3-4-5,1,3,4,1,0,1,0,8,6.592494143985647,15.411666666666648
4720240319010011,2024-03-19,松阪競輪,11,0,7,4-5-7,2-3-4-7,6,2,4,0,0,1,0,8,30.261652299606595,19.603333333333325
4720240319010012,2024-03-19,松阪競輪,12,0,3,1-5,1-2-4-7,2,7,5,0,0,0,0,7,22.79957637220322,23.673333333333332
7420240317030005,2024-03-19,高知競輪,5,0,2,2-4-5,3-4-5,7,3,2,0,0,0,0,7,49.68140755423474,11.913333333333341
7420240317030006,2024-03-19,高知競輪,6,1,3,4-5,1-4-5-7,4,1,5,0,0,1,0,7,18.42449031418863,8.775000000000006
7420240317030007,2024-03-19,高知競輪,7,0,2,2-5-7,4-5-7,3,4,5,0,0,1,0,7,24.484923435356308,13.644999999999996
7420240317030008,2024-03-19,高知競輪,8,1,2,2-5,1-4-5-7,5,2,7,0,1,1,0,7,35.504029950745945,8.051666666666677
7420240317030009,2024-03-19,高知競輪,9,1,1-7,1-7,2-4-5-7,2,3,1,0,0,0,0,8,10.00305771209014,4.6366666666666845
7420240317030010,2024-03-19,高知競輪,10,1,3-4,3-4-7,3-4-5,1,6,5,0,0,1,0,8,8.685770342526823,4.7066666666666634
7420240317030012,2024-03-19,高知競輪,12,0,1,1-2-7,2-3-4,1,5,4,1,0,1,0,7,38.89598701997842,19.83999999999999
8120240318030005,2024-03-20,小倉競輪,5,1,2,3-7,3-4-5,6,1,4,0,0,1,0,6,37.04075998520396,5.188333333333333
8120240318030006,2024-03-20,小倉競輪,6,1,3,1-4-7,1-4-7,7,2,4,0,0,1,0,7,33.34896854697823,8.149999999999977
8120240318030007,2024-03-20,小倉競輪,7,0,2,1-2-7,1-4-7,4,1,7,0,1,1,0,7,36.77464143711649,10.938333333333333
8120240318030008,2024-03-20,小倉競輪,8,1,1-2,1-2-4,4-5-7,3,6,2,0,0,0,0,8,15.975234862556349,4.99499999999999
8120240318030009,2024-03-20,小倉競輪,9,1,4,2-7,1-2-3-7,7,2,6,0,1,0,0,7,18.62503043695685,7.73333333333332
8120240318030010,2024-03-20,小倉競輪,10,0,1,2-4,2-3-4-5,4,1,3,0,0,1,0,7,26.502797776639213,23.41166666666669
8120240318030012,2024-03-20,小倉競輪,12,1,2-5,1-2-5,1-3-7,5,2,1,1,1,1,1,8,14.752653946066701,32.26000000000002
3520240318030008,2024-03-20,平塚競輪,8,0,1,2-3,2-3-4-5,5,4,2,0,0,1,0,7,35.828439751918566,15.960000000000008
3520240318030009,2024-03-20,平塚競輪,9,1,1-2,1-2,1-3-4-5,7,2,4,0,1,1,0,8,14.136216898490218,30.049999999999997
3520240318030012,2024-03-20,平塚競輪,12,0,1,1-5-7,2-3-5-7,1,5,3,1,1,1,1,8,52.44212944067138,21.25333333333336
4720240319020007,2024-03-20,松阪競輪,7,1,1-3,2-3,2-3-4-5,7,3,2,0,1,1,0,8,6.86096696802214,8.463333333333324
4720240319020008,2024-03-20,松阪競輪,8,0,1,1-6-7,3-4-5-7,1,5,3,1,0,1,0,8,46.70819328309646,23.200000000000003
4720240319020009,2024-03-20,松阪競輪,9,1,3-5,3-4-5,1-4-5,3,5,1,1,1,1,1,8,2.4769031019155108,14.578333333333333
4720240319020010,2024-03-20,松阪競輪,10,1,3-7,2-3-7,1-2-5-7,3,4,2,1,0,1,0,9,4.68235707022086,9.495000000000005
4720240319020011,2024-03-20,松阪競輪,11,1,2-4,2-4-5,1-4-6-7,4,5,7,1,1,1,1,9,3.3990817693457416,22.693333333333328
4720240319020012,2024-03-20,松阪競輪,12,1,2-4,2-4-7,3-4-5-7,5,4,2,0,1,0,0,9,14.612523702008616,16.708333333333343
4720240319030005,2024-03-21,松阪競輪,5,1,5-7,1-2-7,2-3-4-5,1,7,5,0,1,1,0,9,5.204973258374295,12.740000000000009
4720240319030006,2024-03-21,松阪競輪,6,1,1,1-3-7,3-4-5-7,2,1,4,0,1,1,0,8,20.777711401641653,11.823333333333323
4720240319030007,2024-03-21,松阪競輪,7,1,3-4,3-4,1-2-6-7,7,2,1,0,0,1,0,8,16.609500708674716,16.37333333333332
4720240319030008,2024-03-21,松阪競輪,8,1,3-7,1-3-7,1-2-3-4,7,3,2,1,1,1,1,9,4.32145716617589,29.799999999999997
4720240319030009,2024-03-21,松阪競輪,9,1,1-5,1-4,2-3-4,4,1,2,0,1,1,0,7,8.779420114809042,21.33333333333333
4720240319030010,2024-03-21,松阪競輪,10,1,2,2-4-7,1-4-5-7,4,1,6,0,0,0,0,8,25.024888830590015,7.76166666666667
4720240319030012,2024-03-21,松阪競輪,12,0,1,1-4-5,2-3-4-5,1,5,7,1,1,0,0,8,52.77715424756262,23.15333333333335
4320240322010008,2024-03-22,岐阜競輪,8,1,3,1-3-7,1-2-4-7,5,2,3,0,0,0,0,8,39.417011058328775,3.4083333333333172
4320240322010009,2024-03-22,岐阜競輪,9,1,2-5,1-2-5,1-3-6-7,1,3,5,0,0,0,0,9,6.1638813316003365,23.610000000000014
4320240322010010,2024-03-22,岐阜競輪,10,0,3,5-7,2-4-5-7,3,5,6,1,1,0,0,7,46.56803734760372,27.486666666666665
4320240322010011,2024-03-22,岐阜競輪,11,0,1,1-5-7,2-3-4-7,1,7,3,1,1,1,1,8,55.00959401940562,14.014999999999986
4320240322010012,2024-03-22,岐阜競輪,12,1,1-3,2-3,2-3-5-7,4,5,7,0,0,1,0,8,17.800118641708863,8.50500000000001
4320240322020008,2024-03-23,岐阜競輪,8,1,1,4-5-7,4-5-7,3,7,1,0,1,0,0,7,24.403471290915206,8.260000000000005
4320240322020009,2024-03-23,岐阜競輪,9,1,1,2-3-4,3-4-7,1,3,7,1,1,1,1,7,18.930201602024283,9.656666666666666
4320240322020010,2024-03-23,岐阜競輪,10,1,4-5,2-5,1-3-4-5,5,4,2,1,0,0,0,8,0.4810764654937998,30.11333333333333
4320240322020011,2024-03-23,岐阜競輪,11,1,4,1-4-5,1-3-4-7,1,7,3,0,0,1,0,8,19.227260815992878,16.960000000000008
4320240322020012,2024-03-23,岐阜競輪,12,0,2,1-2-7,1-3-5-7,7,1,2,0,1,0,0,8,23.396129831346784,21.13499999999999
4320240322030006,2024-03-24,岐阜競輪,6,0,7,1-4-7,2-4-7,7,1,5,1,1,0,0,7,24.27718682211885,14.894999999999996
4320240322030007,2024-03-24,岐阜競輪,7,0,1,2-7,2-4-5-7,1,7,2,1,1,1,1,7,29.709348933112054,28.690000000000012
4320240322030008,2024-03-24,岐阜競輪,8,1,3,3-4-7,2-4-5-7,2,6,1,0,0,0,0,8,53.823870562119765,9.520000000000024
4320240322030009,2024-03-24,岐阜競輪,9,1,3-5,2-5,1-2-4-7,1,5,3,0,1,0,0,8,9.237412420090834,0.47666666666665947
4320240322030012,2024-03-24,岐阜競輪,12,0,1,1-5-7,3-4-5-7,2,1,5,0,1,1,0,8,26.200914244943334,21.863333333333344
